"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"코알라 키드 : 영웅의 탄생",2012-01-12,4692000,0,4692000,765,765,3,4,"한국","㈜디지아트프로덕션,더 애니메이션 픽쳐 컴퍼니","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션","이경호","태민"
"아름다운 유산",2011-04-14,3397500,0,3397500,678,678,3,31,"한국","(주)마루인큐브","제나두엔터테인먼트","전체관람가","드라마","김창만","김민수"
"심장이 뛰네",2011-07-28,4325500,0,4325500,677,677,5,142,"한국","오렌지시네마","(주)키노아이디엠씨","청소년관람불가","드라마","허은희","변지연"
"젓가락",2010-10-28,3432000,0,3432000,480,480,11,172,"한국","(주)찹스틱프로덕션","CJ ENM","15세이상관람가","코미디,드라마","서세원","하연주"
"인비져블 2: 귀신소리찾기",2011-01-13,2046000,0,2046000,408,408,4,48,"한국",NA,"㈜인디스토리","15세이상관람가","공포(호러)","유준석","정위선"
"첫사랑 열전",2010-05-05,2625000,0,2625000,408,408,2,96,"한국","웃기씨네","웃기씨네","15세이상관람가","멜로/로맨스","박범훈","이청아"
"천국의 우편배달부",2009-11-12,2928000,0,637892500,366,95060,1,2,"한국","(주)삼화네트웍스","CJ ENM","전체관람가","멜로/로맨스,판타지","이형민","한효주"
"동자 대소동",2011-01-05,2219000,0,2219000,333,333,10,61,"한국","(주)H.F.G엔터테인먼트","(주)H.F.G엔터테인먼트","전체관람가","가족,코미디","남기남,정창욱","정종철"
"홍길동의 후예",2009-11-26,2150000,0,4259705000,278,612126,4,53,"한국","시오필름(주),어나더픽쳐스(주)","에스케이텔레콤(주)","12세이상관람가","액션,코미디,드라마","정용기","서민균"
"인플루언스",2010-08-19,1505000,0,1505000,201,201,3,35,"한국","리얼라이즈픽쳐스(주),윈저엔터테인먼트",NA,"15세이상관람가","드라마","이재규","이병헌"
"19-Nineteen",2009-11-12,1464000,0,209955500,183,32616,1,1,"한국","(주)삼화네트웍스","CJ ENM","12세이상관람가","드라마","장용우","T.O"
"내 눈에 콩깍지",2009-11-05,1464000,0,400965500,183,54514,1,1,"한국","(주)삼화네트웍스","CJ ENM","12세이상관람가","멜로/로맨스,코미디","이장수","이지아"
"분홍돌고래",2010-07-01,1134000,0,1134000,172,172,2,77,"한국","와이에스 필름","(주)씨네마루","12세이상관람가","드라마","조연수","한태일"
"스물 아홉살",2011-03-07,1356000,0,1356000,166,166,1,9,"한국","씨엔티테크(주)","씨엔티테크(주)","12세이상관람가","드라마","전화성","우혜진"
"댄싱퀸",2012-01-18,1008000,0,1008000,126,126,1,1,"한국","(주)제이케이필름,(주)씨제이이엔엠","(주)씨제이이엔엠","12세이상관람가","코미디,드라마","이석훈","황정민"
"백야행",2009-11-19,757000,0,7121437000,126,949896,2,44,"한국","(주)시네마서비스,폴룩스픽쳐스(주)","(주)시네마서비스","청소년관람불가","멜로/로맨스,미스터리,범죄,스릴러","박신우","한석규"
"미스터좀비",2010-08-26,652500,0,652500,103,103,2,56,"한국","㈜리필름","주식회사 마운틴픽쳐스","15세이상관람가","코미디,공포(호러)","이수성","원풍연"
"60년전, 사선에서",2010-06-24,587000,0,587000,79,79,2,29,"한국","(주)디케이미디어","(주)인터콘미디어","전체관람가","다큐멘터리","박성미","박명호"
"심도",2011-03-17,601500,0,601500,74,74,1,13,"한국","한국영화아카데미","(주)씨제이이엔엠","청소년관람불가","드라마","하마구치 류스케","김민준"
"나는 공무원이다",2012-07-12,453000,0,453000,71,71,1,2,"한국","마포필름","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","코미디,드라마","구자홍","윤제문"
"나의 불행에는 이유가 있다",2010-11-25,275500,0,275500,46,46,2,27,"한국","MBIAS필름","시네마루,위드시네마","15세이상관람가","드라마","한상민","배제기"
"마더",2009-05-28,240000,0,19967602500,41,2979254,1,6,"한국","(주)바른손이앤에이","CJ ENM","청소년관람불가","드라마","봉준호","김혜자"
"호우시절",2009-10-08,336000,0,2139696500,40,287752,1,3,"한국","판씨네마(주)","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스","허진호","정우성"
"애자",2009-09-09,191500,0,13633902000,37,1901731,1,10,"한국","시리우스픽쳐스(주)","(주)시너지하우스 (시너지)","15세이상관람가","드라마,코미디","정기훈","김성태"
"손님1 첫번째 이야기",2011-11-17,217000,0,217000,31,31,1,7,"한국","굿픽처스","굿픽처스","청소년관람불가","공포(호러),스릴러","이상화","황선환"
"홈 스위트 홈",2012-03-15,243000,0,243000,28,28,1,5,"한국",NA,"이미지팩토리","청소년관람불가","드라마","문시현","김영훈"
"박쥐",2009-04-30,128000,0,14835618500,21,2205621,1,5,"한국","(주)모호필름","CJ ENM","청소년관람불가","공포(호러),드라마","박찬욱","송강호"
"소중한 날의 꿈 감독판",2011-11-06,75000,0,75000,15,15,1,1,"한국","(주)연필로명상하기","에이원엔터테인먼트","전체관람가","애니메이션","안재훈,한혜진","박신혜"
"펜트하우스 코끼리",2009-11-05,55000,0,1077451000,11,142792,1,4,"한국","엘레비젼","(주)시너지하우스 (시너지)","청소년관람불가","드라마,멜로/로맨스","정승구","장혁"
"사람은 무엇으로 사는가",2010-01-26,53000,0,53000,9,9,1,1,"한국","독립프로덕션빨간눈사람","시네마달","12세이상관람가","다큐멘터리","경순","김을선"
"금요단편극장-인디스토리 쇼케이스",2011-03-25,38000,0,38000,8,8,1,1,"한국",NA,NA,"15세이상관람가","기타",NA,NA
"킹콩을 들다",2009-07-01,40000,0,8851802500,8,1262858,1,7,"한국","(주)알지엔터웍스,(주)씨엘엔터테인먼트","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","드라마","박건용","이범수"
"불신지옥",2009-08-12,15000,0,1795749500,2,248286,1,1,"한국","(주)영화사아침","(주)쇼박스","15세이상관람가","미스터리,공포(호러)","이용주","남상미"
"만화방",2012-02-29,5000,0,5000,1,1,1,1,"한국","(주)영진크리에이티브","(주)영진크리에이티브","청소년관람불가","코미디,성인물(에로)","허재형","이은미"
